0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,y
1.08181583,-1.13103697,0.108627541,1.077395382,-0.750071848,-0.564374152,0.505180571,1.628797242,0.454543543,-1.373511087,-0.245516439,0.271047552,-0.192135124,-1.306954153,2.512585494,0.149408172,0.469654841,-0.561367353,0.236761873,0.142916031,-0.587366873,-0.562941939,-0.501149885,-1.250033097,-2.499243295,-1.123967168,0.393033568,-0.16017049,-0.117442739,-1.472346291,0.297214653,0.115037389,0.507445511,-0.039971589,-0.160948008,0.218190609,0.126491605,-0.588342231,1.322258702,0.851387295,0.345771107,0.384026808,0.480490895,-0.799587415,0.778924668,0.71557692,-0.781940791,0.63756168,-0.837429718,1.488492627,-0.34876624,-0.361867167,0.096300516,-0.384571495,-1.66430941,-0.895141487,-0.700028106,0.03060882,1.553658525,0.263498578,-0.427471046,1.371571236,-0.769999556,-0.570178121,0.95338021,-0.549230028,-0.41064103,2.092532093,-0.273501931,-1.4200944,-1.034831388,1.584524492,-0.741194189,0.530163951,-0.831587714,-0.105717268,-1.328318483,-1.584667581,0.974721943,1.016921688,0.076512064,-0.176157111,-2.987432038,0.684518671,0.915879364,-0.278443907,0.220624646,-0.787420776,-0.379080836,0.936684536,0.841766714,-0.745245966,-0.991874795,1.265006744,0.881634053,0.286919577,1.653582301,1.021622062,1.311410756,-0.485350526,0.766153346,0.261132029,0.352920841,1.536666818,-0.276609679,-0.873162473,0.380319471,-1.753585418,0.248213046,-0.326170699,1.798888062,0.452448666,0.010997206,0.668008921,-0.053367577,2.036549801,-0.552617473,0.301881942,0.359335844,-0.049624548,-0.79901591,-0.462354715,0.83632266,-0.014293591,0.373997493,0.03578551,0.265595494,0.839263563,0.885298875,-0.567763483,1.175511421,-0.429605416,-1.270195596,0.001187956,-0.223431592,-1.883751245,0.649048534,-0.906351334,1.130612573,-0.191415703,-0.053305336,-0.438376407,0.206104349,-1.408897422,1.976744003,-1.117125,-1.897745946,-0.522654135,2.638854651,-1.50310232,-82.597977
1.43574285,0.773806417,0.250434902,-0.451541075,0.441791041,0.137116253,0.349729481,0.095813348,0.137995655,0.468987421,-0.161295445,-0.370447656,-2.033904659,0.76538461,0.489228877,0.064733167,-1.569741916,-0.154980574,-0.459677527,2.804253791,0.035921345,1.673600129,-0.918457468,-0.337327666,-0.606061888,-0.230078862,0.847718692,-0.978395059,0.541383151,0.207144472,0.90328978,1.965380136,-0.780169527,0.64377947,0.580344536,-0.949091358,1.199591521,-0.411872957,-0.118536017,-0.195755634,2.268343237,-0.965556037,-0.535771857,1.345397948,0.636094084,0.789814004,-0.681627161,1.34199302,1.205353874,-1.541913714,-0.738157866,-0.521192523,1.425333956,0.691871537,-0.081415324,-0.347361968,-0.30518451,-0.825737545,-0.085660522,2.039790357,0.712956712,0.144917796,0.618160835,-0.490997532,0.777063967,-0.052218265,-1.225931929,0.651931346,-0.248322526,-1.158991315,0.909701345,2.065265555,-0.421743257,0.413515711,0.288492233,1.022708257,1.478573605,-0.23178928,1.602582716,-0.481363644,1.951627833,-0.357117649,2.16969127,-0.560839144,-1.267022401,-0.322634069,-0.377648839,-1.746437425,1.57489404,0.586335811,-0.356339227,-0.435127481,-0.88337459,-0.314712129,1.87208965,0.941872425,0.185123981,-0.230615298,0.539137649,-0.322687407,-0.985043017,0.455740685,0.803712479,1.174604989,0.447542488,-0.687396738,-0.180349497,0.790021996,-1.097943504,-0.168381519,-0.668013941,-1.141567853,-0.26184173,-0.995466918,0.458548785,-0.439513799,0.413722628,-1.52490538,0.40994587,-0.129420652,-1.742522025,-1.124519956,-0.23709312,1.39916939,-0.731255174,0.53574197,1.382065469,-0.113828349,0.087726011,-0.151826114,1.923650633,-0.516965124,-2.435546887,-0.301067525,-1.851209124,1.328940794,0.008487912,1.437993534,-1.241610257,-0.234055752,-0.537025339,-0.581815043,1.340088668,1.21787714,0.691981291,0.115696798,0.184174382,-0.921121261,0.221608427,1.592319439,651.8470413
0.415317301,-0.581343951,-0.245194653,-0.315031528,0.36300151,-1.554638915,-0.559686656,-1.162701967,2.325159936,0.381908999,1.123300895,0.733537661,-1.102259666,1.100350112,0.726307994,-1.175088458,-1.382739617,-0.477310513,1.184020951,1.771970457,-1.216348046,-0.644380237,-1.177262146,-1.148903496,-1.42298759,-0.409287367,0.037085513,1.084617233,0.22711955,1.043693945,1.375748295,-0.573238009,1.398167328,-0.279361468,-0.273655465,-0.07551908,1.624445091,-1.362187914,1.523243146,0.08053329,2.759241975,0.191287672,-1.535313142,-0.931294516,0.647267601,-0.156996866,-0.570802542,0.73385798,1.223906427,0.852785589,1.039551802,1.71144759,-0.144245879,0.511010201,-0.846766722,-2.200650934,0.240840028,1.351165378,0.090814204,0.131666938,0.220506286,-0.444177294,1.487938583,-0.949975054,0.162071548,1.290366142,-0.477144365,-0.182546167,0.129084749,1.563645756,0.424046077,1.252947243,-0.902550575,1.038803971,0.610562981,-0.72392325,-0.173972138,0.532653554,0.787172501,-1.717383784,1.253437763,-0.872842213,0.295628836,1.017751911,-1.879173243,-0.327373514,0.760706153,0.162927483,0.439861076,0.067037665,-0.983592284,0.974635875,1.254291486,-0.420468145,-0.599246957,0.573045448,0.387312124,-1.02377079,0.047580937,0.074492063,-0.057992707,-0.014006911,0.89930445,0.182133244,0.97841036,-1.020611784,0.047188681,0.83225815,-0.324237612,0.672534405,-1.377191401,-0.841994265,1.630222549,0.64502656,1.671294188,-1.210851761,-0.520039072,1.458556871,1.275080074,-0.903594789,1.026438036,-0.349257887,0.352695119,0.817309933,-0.764976939,0.083678995,0.052889205,-0.148775907,0.734183162,0.625628688,0.569920293,1.228690719,-0.074276512,1.728166258,-0.292449182,1.055549786,-1.787682947,0.041078294,1.15026476,-1.823079708,-0.278992755,-1.162827382,0.763204229,2.857790247,0.142007701,0.015686698,-1.858611566,0.447087459,0.945012233,-0.131331144,463.7851916
0.178375957,-0.32928685,-0.924842922,2.514517714,-0.008991231,0.678703144,0.040801885,0.286314262,-2.073584157,-0.748560461,-0.91766398,0.230325322,-1.023401018,-0.662846768,0.033394165,1.617623013,-1.069658257,-1.05531214,1.180385241,0.999783618,2.018066492,-0.455575236,-0.966350509,0.209406521,-0.784584687,-1.45418943,-0.04025719,0.58521823,-0.31244337,0.32660733,0.489131747,0.592608264,1.308411153,1.021232508,-0.189681977,-0.992474711,-1.199722723,2.066846133,-0.616244573,0.286795443,-0.133321078,0.805830349,1.517558578,1.594736232,-0.382852948,-1.619698665,0.931338356,-1.12356237,-0.18007306,-0.348722362,-0.739183984,-2.255560886,0.581523962,0.939605966,0.429398693,-0.156462358,-0.465211537,-1.66206445,-0.847377001,-1.938505153,0.070020143,-0.597130455,-0.179640778,-1.879446558,-1.093008606,-1.219133559,-2.030283772,1.200663241,0.717654707,0.392632181,-1.228747493,0.005131532,0.37878154,0.014388648,-0.467281695,0.963461304,0.656229018,-1.599517998,0.676047749,-0.627257672,0.611378474,0.760290894,-0.36610156,-0.640601751,-1.910641457,1.321841836,0.361094488,-1.230644944,0.928081131,-1.453476194,-0.4975514,0.745997308,-1.194803646,0.097079269,-0.210346744,-0.769793887,-0.52632267,-0.158510309,-0.044748486,-0.684188695,-0.965137162,1.280133385,0.265313444,0.440917535,1.090355038,-0.154987154,-0.330760628,0.742905558,0.990881069,-0.307960833,-0.01845933,-0.023711175,0.011563382,0.96696672,-0.994530773,-1.795284969,1.08746231,-1.790127076,1.307615486,-0.075511675,0.404843258,-1.789241906,-1.051001343,0.835689802,-1.039236833,-1.029597016,-0.460709945,-0.416398963,-0.631257057,-1.655931317,1.687423231,0.657950443,0.293708346,0.448285002,-0.614374192,1.342815078,0.292972073,-0.8640325,0.466862439,-0.682942316,-0.275440455,2.576743591,0.432035237,0.717690746,2.406409633,-0.483214381,-0.638040625,0.323220949,-0.9738618,-0.353540593,-289.4053058
1.217485274,0.675894954,2.390781417,0.32670598,0.342778665,-1.964247103,0.52470991,-1.985868263,0.423960868,-0.660297228,-1.323454507,-0.84644261,0.573582266,-0.396635306,0.110356951,-0.86378685,-0.476086551,0.681631211,1.147462839,-1.062082496,-2.107398912,0.012407329,-0.8535772,0.157461132,-0.665468232,-0.844523969,0.483179063,1.16524803,-0.855310978,0.587493812,-1.857087904,-0.990163673,0.783906499,1.464208468,-1.782996567,-0.283407029,0.092417491,-0.415951526,0.470499984,0.365770776,2.2650246,-0.240491302,1.262580251,0.308621638,-0.396159304,-0.417017889,0.589898696,-1.961250057,-1.519568661,0.914750845,1.611187017,1.248073452,0.259424422,0.795463106,-1.297787911,-0.46631899,-0.408889033,-0.144801541,-2.04082135,-0.089496625,-1.503342467,0.100565995,-0.903194014,1.167056388,-0.452683729,-1.33743068,-1.299186931,-1.224292449,-0.756256107,-0.05395557,-0.845598178,0.125616931,0.08504291,-0.241066779,-0.954210374,-1.130656272,0.746941327,-0.064352594,0.421624571,-0.016361199,-1.71513786,-1.296979299,-1.139558073,0.844977289,-1.66795249,-2.101038627,-1.069979136,-0.05578588,-0.487753487,-0.959782185,-0.562894967,-1.426626872,-0.399591884,0.078515303,-0.666108358,0.226596808,0.321991395,-0.249217161,0.066236486,1.487813478,-0.004083136,1.15953686,1.023128986,0.066272465,-0.482183961,-0.633515982,0.087866905,0.662260643,-1.418028195,-0.75996979,0.388953025,0.439739063,-1.196014646,0.083038622,-0.954304206,-1.610521551,0.271079948,1.772797083,-1.507470371,-0.432087366,-0.552007624,-0.840238343,-0.369648401,-0.109165532,-1.697814504,1.021365473,0.860204326,1.375499988,0.569869227,0.18563205,2.022938239,-0.701264149,0.930963068,-0.661335901,-0.914881843,0.433292584,0.688973255,1.244026033,-0.700711603,0.747916554,-0.345891365,0.425173097,-0.038635683,0.537028649,0.547326863,0.503873364,0.56125484,1.404780439,-0.104122182,-0.924451041,-172.4749215
0.140105819,0.382455973,-0.127121582,-1.119771005,0.458747437,-3.436277004,-0.228844909,-0.410870028,0.025191802,1.921238539,-0.17083518,0.567105805,-1.023045859,0.47522672,1.140938387,-0.384778773,0.665022653,-1.250613995,-0.054823715,0.831841188,-0.121706103,-0.093833035,0.102771695,-1.676659156,-1.369497059,2.268138086,1.770292252,-0.629222894,0.51544573,0.356388971,-0.431099452,0.77508848,1.463790821,-0.183102306,-0.495724165,0.037932561,-0.856791665,-1.248138945,0.685441821,1.409505065,0.956950851,-0.090353057,-0.776568818,0.444700419,-0.12934448,-0.194930273,0.359210864,-1.113919153,-0.701732353,-0.504587101,0.345075743,1.16123959,-1.717241917,0.582279865,0.979381399,-0.367018649,-0.5018059,-0.821763069,-0.457081072,-1.004330183,-0.579361926,1.534525232,0.522255312,-0.635412466,-0.025873276,0.91564255,-1.204330056,-0.129962219,-0.119567862,-0.352426057,1.094560356,-0.154784892,-1.77346864,-0.9234707,0.898570075,-0.523764336,-0.234046158,-1.254248457,-1.627355564,-0.213136602,-0.447518561,1.561752666,-0.047106718,-0.114988081,1.542950438,-1.186636822,1.292926162,0.578116071,-1.19012522,-0.260040868,0.977141641,0.066974655,0.482635768,1.394396682,1.303890411,-1.313255882,-0.203154716,0.192483766,-0.561739155,-1.520685784,1.031852433,0.013998212,-0.158879023,-0.591875884,-1.111159844,-0.720824058,0.717436046,0.217492623,-0.108850281,-0.999730998,1.231495939,-1.491085424,-0.216719848,-1.023359071,0.976499242,-0.254254215,-0.979135029,-1.617087555,0.835962133,1.669394074,-0.889477708,-0.280097355,0.797187745,-0.638964195,0.170619081,0.370263203,2.106407483,0.1480486,0.375912675,-0.654184542,-2.435405585,0.450610627,0.270987117,0.948288312,0.147163051,1.014668604,0.514442723,0.681324173,-0.44086954,0.898847269,-0.009474419,0.060270579,-0.683782559,0.936039496,-0.640786239,1.178965764,-0.626844245,-1.016315626,-1.108965502,1.297157339,-198.5097083
0.149337706,-1.929913777,-1.120863224,-0.043642066,0.969424182,-2.431423895,-0.089161912,0.652454798,-0.211406279,0.229037689,0.405081679,-0.812818896,-1.225063355,-0.963043487,-1.181259554,-0.931214106,-2.117252929,0.327900087,-1.003210938,-0.030334253,0.0233967,-0.075098751,-0.495681303,-0.056193753,-0.566403387,0.294676771,1.140115097,-0.589949781,0.32959195,1.275422697,-0.629192023,-1.268554,0.348614672,-0.234510562,-0.036942652,0.545937727,-1.198408929,-1.163201146,-0.104882809,0.237909309,0.529304247,-0.239410343,-0.686718227,1.558351666,1.119282379,1.701542112,-0.918071697,0.168679234,-1.682396367,0.853993221,-0.707581409,0.92864759,-0.715414442,0.403342108,0.836323414,0.423307458,-1.717598902,-0.955659022,1.935255007,-1.666635718,-0.968354205,-1.579803258,-0.438295562,-0.562547035,0.407530678,1.065884907,0.556739642,0.057569897,-2.509319009,-0.431607591,0.764554302,-0.137929052,-1.457766765,-0.293338701,0.171764608,-0.716833137,-0.556781411,0.044189574,0.734201343,0.620215459,-0.289414505,0.797832707,0.624804523,0.768454655,0.099742031,0.579850632,-2.087077914,-0.460344238,-0.571046766,0.738174778,-0.004904929,-0.454152479,-0.401923088,0.073530763,1.330456517,-0.497393065,0.755200853,-0.501331891,1.292542286,0.062352503,0.142167974,-0.432894567,-1.161433082,-1.080235425,-0.22917345,0.762359614,1.499796228,-0.426110013,-0.798797301,-0.678576234,0.072751854,0.244227617,1.326706658,-0.702924969,0.382929165,1.507693984,-0.202438278,0.291011627,0.675674692,1.253489495,0.009761214,0.181861643,0.433484589,1.117020535,0.725279984,-0.439899702,-0.637274646,1.363384983,-0.25300899,-0.421851638,-1.96302505,-0.881360582,-1.008689274,-1.288579521,1.632169107,-0.871936006,0.315301115,0.118247523,0.459555028,1.476604769,0.460610039,0.032995403,-0.552484321,-0.604541158,-0.43646923,-1.328632622,0.050813334,1.440549492,-0.178085651,1.27263534,-444.9316237
0.728541803,2.128252364,-0.849018671,-2.316781555,-1.666355598,1.194550143,-0.315684497,0.126875251,-3.254222788,1.058784021,0.135832695,-0.776240062,-0.420023339,-0.478026041,0.283305001,1.312045253,-0.068569205,-1.153402826,-0.839765652,0.268500868,0.223330693,-1.704241881,0.570310498,0.025605773,0.041153282,-0.225878286,1.175614719,-0.204166114,0.266454129,0.707703995,0.223175903,-1.962745966,-2.52652639,2.63701276,-1.592896294,-0.396712966,0.062352781,-1.649530639,0.173511966,-0.384655216,1.440380619,0.981865567,1.092424999,0.148132128,0.215274345,0.185120525,-0.353461376,-0.331514021,-0.441554869,1.054333477,-0.393011572,-0.22009189,1.612402686,0.656871343,-1.768440559,1.372111342,-0.352563652,1.60973531,-0.794206667,0.114264055,0.419767131,-0.575438065,0.606000534,-1.634247589,0.267263775,-1.82006007,0.030068556,-0.506056401,1.259944596,0.817791151,1.997639825,-0.133686107,0.738393098,-0.029739939,-0.8006734,0.289597056,-0.766689391,-0.329222859,-0.335334474,0.636190368,-0.630838524,0.153220262,1.326641858,-0.642778139,-1.270083411,0.320343649,0.315978338,1.345906456,-0.095984036,-0.369306815,-1.351905085,-0.334509109,-0.342474639,-1.823371835,0.258708418,0.629335174,-0.233095408,0.952531793,1.855896727,-0.975534331,-0.488494685,0.011062631,-1.158547709,0.141087168,-1.854585867,-0.360259824,0.396949239,1.32521552,-2.906647264,0.652803254,0.413063542,-1.236835675,-0.975527177,0.98746542,-1.099160024,1.429134803,2.351877704,-1.168641493,2.025702522,0.115741592,0.410880127,1.133378624,-1.241257794,0.253590658,0.711902438,1.153288943,2.752541817,0.22176429,-0.029527304,-0.2727291,0.948762497,2.289835676,0.178185076,-0.759549276,-1.57131403,0.670624582,-0.23928145,-0.524882511,1.06510665,1.454787999,-0.34242372,-0.583942376,2.063977868,-0.05260198,0.186529288,-1.357131426,-0.604892222,-0.55017743,-1.208767659,-0.558357483,-330.7602901
-1.93152476,-0.001032941,1.840330719,-0.899644033,0.195682191,-0.991674371,0.308839884,-0.412611382,0.716137901,-0.578879454,-1.517067051,-0.458084966,1.531593877,-2.402838037,1.354326842,-2.58871643,0.976025328,0.511133578,2.196543671,2.446814991,0.49315738,-0.669020311,-0.694903565,-0.700716245,-0.92580238,1.069454905,0.410788191,0.203420241,0.398271206,0.878027595,-1.526128818,-0.988428649,0.677689656,-0.252084174,-2.119117154,-1.182223871,1.340833036,1.787365396,0.560507973,-0.970747374,0.54808228,0.339805869,-0.473823892,-0.497111464,1.798400472,1.649530801,-0.961540036,-0.770984606,0.928085061,-0.264068781,-0.736094708,0.506195147,1.028920242,-0.284602413,-1.180210115,1.269186449,0.683759439,1.32109387,-0.093022899,0.036227099,-0.622463219,2.700109004,0.824963162,0.304334196,-0.113913105,-1.134191851,1.327017702,0.523804587,-0.7438677,-0.11442345,1.407886182,0.623730467,-1.273513558,0.38127503,0.142897494,1.350728966,-0.399420167,0.694521409,1.382550794,-0.447966127,-1.09011688,0.450639282,0.845897992,0.466830913,-0.210036287,1.466267416,0.168875768,0.006215378,-0.161535096,-0.731665617,-0.12721396,-0.500973087,-0.834201954,-0.318689998,-1.143543882,-0.004242744,-0.992681546,1.167814673,-0.571327808,-1.086516735,1.688438364,-0.367036474,-0.501139378,-0.286539061,0.20439174,-0.070711786,-0.900639174,0.893964091,1.419040801,-0.674346464,-0.668067374,-0.926217114,0.074639386,0.397272352,0.433057734,-0.779271333,1.53438171,0.002847786,-0.113465919,-1.227883371,0.720285653,-0.404794025,-0.213071305,0.670967422,2.803282495,1.06795828,-0.746204987,0.673332528,0.569300095,-0.799625385,-0.776088415,0.201355232,-2.023673703,-0.594131964,-1.720109721,-0.565108509,0.429129309,-1.59373415,-0.250162748,-2.335811355,-1.06571262,-0.394475377,0.272912216,-1.554582932,-0.507570881,1.295640627,0.85634088,-0.253961842,0.647889145,2.577960002,-528.4980484
-2.191198961,-1.203642846,-0.671067156,-0.265129228,-1.226484229,-0.032887277,0.012910216,0.0088037,0.466814737,2.284283328,0.467200801,1.957970648,0.997251668,0.897663112,1.502862954,-0.285824923,1.605025693,0.460156777,0.589794413,0.527913244,-1.241474608,-0.724909214,0.031783438,0.738146667,-0.143487778,-0.602078418,-0.001805262,-1.084981382,1.392576554,0.149307641,0.138596644,-0.680683709,-0.566557454,1.238017705,-0.981826283,1.462525197,0.441919944,1.684962284,0.483453849,1.975329625,0.65299556,-0.846416238,-0.805486327,-2.386159636,0.39950242,0.072790168,-1.191586017,0.569022021,0.470570782,0.210290062,-1.11416112,0.192535227,-0.298308195,0.213917444,1.309231486,-0.874640975,1.71584335,0.105466142,1.245214363,0.358762545,0.25330943,0.493501131,-0.494383141,-0.079627134,-0.192114253,-1.129485305,0.893910039,1.182031274,-1.526657855,-0.199742395,0.608055247,0.544863836,0.786366496,-0.993737694,-0.244887811,0.467744244,-0.47555686,0.091034516,-0.286023657,-0.323975762,0.483333322,1.569640095,-0.191119067,0.767693359,-2.293122301,-2.729586492,-1.483389155,0.201806603,1.30253104,1.527446322,-1.464481653,0.139567963,0.161245999,-1.518253036,0.247037412,0.440813809,-0.299529612,-0.5864885,1.05663543,-0.111715832,0.765710315,-1.490054966,-0.084780169,0.725975498,0.178726157,0.33168149,-0.857792412,1.306027807,-0.495537327,-0.616416646,-0.359101861,-0.064358799,2.079802164,-0.707117878,0.631177519,1.395222323,1.536297673,-1.602456953,1.141749081,-0.398461467,0.978826765,-0.966870682,-1.074446983,-0.732820106,-0.549992458,-0.567037477,0.436602817,0.821911416,-0.072109411,-0.261381752,1.455089504,0.83059401,0.478280383,0.295529422,0.938010638,-0.714454589,-1.9180907,0.484456293,0.991801166,0.81318748,-2.125125912,0.478376811,0.279805987,0.890620559,-0.466337941,-0.90791498,-1.111666447,0.543901831,0.018084841,-0.66852158,-176.8609128
